id,text,label
19,"Ketika pengumuman SNMPTN tahun kemarin saya merasa sangat sedih karena tidak bisa diterima di prodi impian saya, yang mana saya juga sudah berusaha untuk mengejarnya lagi ketika Ujian SBMPTN. Namun takdir berkata lain, karena $saya mengira dengan saya masuk prodi tersebut, ""kemampuan dan juga harapan orang tua saya telah gagal atau tidak dapat tercapai"".$",All-or-nothing
20,Saya me dapatkan nilai 79 dalam masa pendidikan SMA. Saya sangat kecewa karena tidak mendapatkan nilai diatas 80. Dan $saya lebih meyakini jika jika nilai yang rendah akan menandakan tidak bisa sukses di kemudian harinya.$,All-or-nothing
21,"Suatu peristiwa dalam hidup saya terkait dengan pengkodingan robot. Ketika saya pertama kali mencoba mengembangkan program untuk mengendalikan robot, saya sangat berambisi untuk membuatnya sempurna. Saya mengharapkan agar robot tersebut dapat melakukan semua tugas yang saya rencanakan dengan sempurna, tanpa cacat sama sekali.

Namun, saat saya mulai menghadapi kenyataan dalam proses pengembangan, saya sering kali merasa frustasi jika robot tidak dapat melakukan sesuatu dengan sempurna. Saya cenderung melihatnya sebagai ""kegagalan"" daripada melihatnya sebagai bagian dari proses pembelajaran dan perbaikan. Saya merasa sangat tertekan ketika robot gagal menjalankan beberapa perintah, dan ini membuat saya merasa sangat kecewa.

Dalam beberapa kesempatan, $saya bahkan berpikir untuk menghentikan proyek robot tersebut sepenuhnya jika robot tidak bisa berfungsi secara sempurna.$",All-or-nothing
22,Saya pernah dalam kondisi dimana $jika saya melihat orang yang tidak beragama sebagai seseorang yang tidak percaya tuhan$,All-or-nothing
23,"Saat SMP-SMA, saya selalu merasa bahwa nilai adalah segalanya, saya merasa gelisah dan merasa gagal jika nilai yang saya dapatkan tidak memuaskan atau tidak mendapat peringkat tertinggi. Walaupun saya tahu saya telah berusaha semaksimal mungkin, $saya tetap akan merasa gagal jika tidak mendapatkan hasil sesuai standar saya$",All-or-nothing
24,"Saya hanya mau berteman dengan semua orang, $jika ada yang menunjukan niat lain selain berteman saya memilih untuk tidak berteman dengannya.$",All-or-nothing
25,Menganggap $nilai dan prestasi adalah segalanya dalam menuju kesuksesan$,All-or-nothing
26,"$jika teman saya diam saja ketika ada yang terlibat dalam perundungan, maka dia juga seorang bully.$",All-or-nothing
27,"Ketika saya mengikuti lomba, tetapi karena $saya hanya juara 3 saya merasa kalah, seharusnya bisa memdapatkan juara 1. Dan saya merasa itu kegagalan$",All-or-nothing
28,"Waktu saya kalah perlombaan, hanya ada 2 kemungkinan kalah atau menang, $walaupun saya juara 2,itu terlihat seperti kekalahan bagi saya.$",All-or-nothing
29,"Peristiwa ketika saya melihat sesuatu secara hitam-putih adalah ketika mengikuti ujian masuk universitas. Saat mendapat nilai dana mendapat hasil ujian tersebut saya gagal masuk ke universitas ini. Universitas tersebut merupakan universitas ternama dengan akreditasi sangat baik pada prodi yang saya inginkan. Karena ini, $saya merasa bahwa saya gagal sepenuhnya karena tidak masuk ke universitas impian saya.$",All-or-nothing
30,"Saya hanya ingin berhubungan dengan orang yang sesuai dengan standar dan pemikiran saya. $Jika ada salah satu hal saja yang tidak sesuai standar saya, maka saya tidak mau berhubungan dengannya sama sekali.$",All-or-nothing
31,"Pada masa seleksi masuk perguruan tinggi dulu, saya berpikiran bahwa $apabila saya gagal untuk lolos di salah satu pilihan SBMPTN saya, maka saya tidak akan pernah masuk kuliah.$",All-or-nothing
32,"Dulu saya hanya ingin melanjutkan studi saya di Fasilkom UI. Saya mengalami breakdown karena setelah 3x seleksi (SNBP, SNBT, Mandiri) tidak diterima oleh PTN impian saya. Karena menganggap $jika tidak UI, maka saya akan mengecewakan orangtua dan tidak mungkin menjadi orang sukses.$",All-or-nothing
33,"$lebih memilih mengerjakan suatu hal secara maksimal atau tidak mengerjakan sama sekali$, meskipun dengan keterbatasan waktu akan saya kerjakan, tapi jika sudah melalui deadline ataupun tidak ada kejelasan maka tidak akan saya kerjakan",All-or-nothing
34,"Dulu saya menekan diri untuk menjadi sempurna. $Saat saya melakukan kesalahan, saya kehilangan motivasi dan merasa sekalian saja salah semua.$ Padahal kesempurnaan itu tidak mungkin. Namun, sekarang saya menjadi lebih terbuka dan santai untuk menjalani kehidupan dengan kesalahan agar saya dapat berkembang menjadi yang lebih baik.",All-or-nothing
35,"sebagai anak pertama perempuan tentunya pundak saya membawa ekspektasi besar keluar saya, terutama orang tua saya. mulai dari les akademik dan kegiatan pendukung saya jalani selama satu minggu penuh sejak kecil. tuntutan nilai adalah hal yang sangat wajar bagi saya. orang tua saya memiliki kualifikasi bahwa nilai saya harus diatas 90, tapi $bagi saya nilai yang baik adalah diatas 95 atau tidak sama sekali.$ seiring berjalannya waktu saya sadar betapa keras saya memaksa diri. tapi kebahagiaan orang tua saya tidak bisa dibayar oleh apapun. namun seiring saya tumbuh orang tua saya mulai paham bagaimana harus menjadi teman untuk anaknya. terkadang yang terbaik bagi mereka belum tentu terbaik untuk kita",All-or-nothing
36,saya tidak mau bercerita tentang masalah hidup saya ke temen temen kelas terkecualai temen yang bener bener dekat dengan saya,All-or-nothing
37,"ketika saya mencoba resep baru masakan, jika gagal, saya merasa lebih baik tidak mencobanya",All-or-nothing
38,"ketika ada masalah dengan pacar saya, disaat kami dalam kondisi dimana akan putus, $saya merasa jika kami putus saya akan berhenti sejenak untuk tidak mencari penggantinya$",All-or-nothing
39,"$Saya pernah berpikiran bahwa jika saya saat kuliah nanti tidak di universitas negeri, maka saya merasa saya gagal atau tertinggal dari teman-teman saya yang lainnya.$",All-or-nothing
40,"Saya tipikal orang ketika memulai sesuatu harus dengan niat, kemauan, dan alasan yg besar dulu. $Jika dirasa tidak ada maka tidak akan saya lakukan$",All-or-nothing
41,"saat saya menjadi ketua dalam suatu event di kampus saya, $saya selalu berpikir kita harus bisa lebih daripada yang lain atau tidak sama sekali$",All-or-nothing
42,jika tidak dapat di universitas negeri saya memutuskan tidak kuliah,All-or-nothing
43,"Saat penentuan masuk universitas negeri atau swasta, saya bertekad masuk univ negeri. Dan saya melakukan segala cara agar masuk. $Pilihan saya saat itu hanya melakukan yang terbaik dg segala cara atau menunda kuliah.$",All-or-nothing
44,"Ketika saya mengikuti lomba $apabila tidak juara 1, saya merasa gagal dan putus asa.$",All-or-nothing
45,"saat saya bermain futsal dan kalah,$saya lebih memilih berhenti bermain daripada harus bermain tpi kalah.Bermain tapi kalah adalah buang-buang waktu$",All-or-nothing
46,"ketika saya dekat dengan seseorang yang beda agama, karna kita tau tidak akan cocok dan terlalu banyak masalah, jadi $saya lebih memilih tidak dekat sama sekali hanya sebatas teman daripada tetap dijalani tapi ujung ujungnya putus karna tau gabakal bisa bersama$",All-or-nothing
47,"menurut saya dalam hubungan pacaran tidak ada yang namanya break ketika sedang daam hubungan yang tidak baik baik saja $hanya ada pilihan lanjut atau putus$, tidak ada yang namanya break karena menurut saya break itu putus",All-or-nothing
48,"Saya memiliki pengalaman (kasuistis) dimana saya berpikir bahwa $bila saya tidak diberi tanggung jawab lebih pada inti suatu organisasi, maka saya tidak akan mengambil inisiatif sama sekali$, sekali lagi bahwa pengalaman saya ini adalah kasuistis.",All-or-nothing
49,"Saya adalah orang yang sangat pemilih dalam memilih teman, $jika saya tidak ada hal yang harus berhubungan dengan seseorang tersebut, saya sangat enggan berhubungan dengan mereka.$",All-or-nothing
50,Perlombaan di mana $saya hanya melihat kemenangan yang memuaskan atau kekalahan yang akan saya sesali seumur hidup$,All-or-nothing
51,Saya $hanya mau makan kalau itu makanan yang memang sesuai dengan keinginan dan selera saya selain dari itu saya tidak akan makan sama sekali$,All-or-nothing
52,"pada saat saya belajar suatu bahasa pemrogramanan, saya berfikir bahasa pemrograman yang sedang saya pelajari lumayan sulit untuk di mengerti, saya ingin menyerah dan belajar bahasa lain. tetapi saya mengatakan $""jika kamu tidak bisa bahasa ini, kamu ga akan bisa sukses"".$",All-or-nothing
53,"$Saya dulu sering berpikir kalau saya yakin tidak bisa menang mengikuti lomba, maka lebih baik saya tidak ikut sama sekali.$",All-or-nothing
54,saat masih duduk di kelas 1 sma saya sangat mengagumi Universitas Padjajaran dan $berpikir saya harus masuk di universitas tersebut kalau tidak masuk saya rela tidak kuliah tahun ini dan mengulang di tahun depan$. tapi pada akhirnya saya berusaha realistis dan memilih UNUD sebagai tujuan kuliah saya,All-or-nothing
55,Saya merasa $bila tidak menang juara 1 dalam perlombaan walaupun mendapat juara 2 itu merupakan kekalahan$. Ini terjadi ketika saya ikut lomba menggambar dan saya dapat juara. Saya merasa kecewa.,All-or-nothing
56,Saya hanya mau menjalin hubungan dengan teman saya jika teman mau menjadi pacarnya. $Jika teman saya tidak ingin menjadi pacar saya saya tidak mau berhubungan$,All-or-nothing
57,saya pernah berpikir bahwa $saya hanya ingin berteman dengan orang yang memiliki level kepintaran yang sama atau lebih pintar daripada saya. jika tidak maka saya lebih baik tidak berteman.$,All-or-nothing
58,"Dulu pernah tidak mengikuti suatu kegiatan yang sampai sekarang membuat saya menyesah. Hal ini karena dulu saya berpegang teguh pada suatu pemikiran bahwa dalam $setiap kegiatan saya harus menjadi bintang utamanya, jika bukan saya bintangnya lebih baik tidak mengikuti kegiatan itu.$",All-or-nothing
59,"Saat masih di bangku SMP, saya cenderung berpikir tentang baik buruknya akademis seseorang dilihat dari perolehan nilai angkanya. Misalnya dulu $saya selalu berasumsi jika nilai saya di bawah 90 maka saya tidak baik dari segi akademis$",All-or-nothing
60,"Ketika saya kerjakelompok $saya beranggapan jika teman-teman tidak mau memukakkan ide terkait tugas yang dikerjakan, saya akan menolak masuk atau bergabung dalam kelompok tersebut$",All-or-nothing
61,aku sempet berpikiran kalau $aku gak dapet UI artinya aku gagal$,All-or-nothing
62,"$saat menyukai satu barang, dan cenderung barang tersebut yang saya inginkan, apabila barang tersebut tidak ada, saya tidak akan membeli barang lainnya$ walaupun barang tersebut mirip atau memiliki fungsi yang sama",All-or-nothing
63,"Saya pernah alami ini, $ketika saya mencoba menilai diri berdasarkan nilai/prestasi dan jika tidak memenuhi, saya merasa gagal$",All-or-nothing
64,"Penngalaman saya yang saya sering alami adalah melihat secara ekstrim. seringkali saya berpikir jika saya mendekatkan teman yang saya anggap bisa diajak bergaul. $jika orang baru saya ketemui tidak sesuai dengan keinginan saya atau tidak cocok dengan saya , saya memutuskan untuk tidak berelasi selamanya dengan orang tersebut$ dan hanya cuman sekedar tau dengan orang tersebut tidak lebih dan tidak mau tau tentang kehidupan mereka",All-or-nothing
65,"Saat dalam hubungan, saya merasa hubungan ditentukan dengan mood pasangan, $jika mood jelek, maka hubungan sedang tidak baik2 saja.$",All-or-nothing
66,kalau saya lulus saya harus sukses dan dapat pekerjaan yg bagus kalau tdk saya tdk saya sdh gagal,All-or-nothing
67,"Suatu peristiwa dalam hidup saya yang mengingatkan saya pada pemikiran hitam-putih adalah ketika saya menghadapi masuk perguruan tinggi. Saat itu, $saya merasa bahwa jika saya tidak diterima di perguruan tinggi pilihan pertama saya, maka itu akan dianggap sebagai kegagalan total dan hidup saya akan hancur.$",All-or-nothing
68,Saya ingin sekali berpacaran dengan si A. Tapi sayang si A tidak mau pacaran. Jadi saya memilih untuk tidak memiliki pacar,All-or-nothing
69,Saat saya mengerjakan tugas kuliah $saya selalu memikirkan saya mendapat nilai yang tinggi atau kurang$,All-or-nothing
70,"Salah satu kejadian terakhir yang saya alami adalah ketika saya tertolak snbp. Saya telah bekerja keras dalam mencapai prestasi akademik yang baik untuk masa depan saya. Namun suatu ketika saat mendaftar ke PTN, ternyata saya tidak lulus lewat jalur SNBP. Awalnya saya merasa sangat kecewa dengan diri sendiri dan merasa bahwa semua usaha saya telah sia-sia. Saya berpikir dalam hitam-putih, merasa bahwa hanya ada dua kemungkinan: sukses atau kegagalan total. $Saya merasa bahwa karena saya tidak lulus snbp, maka saya dianggap gagal sepenuhnya.$
Namun, seiring berjalannya waktu, saya mulai melihat situasi ini dengan perspektif yang lebih seimbang. Saya menyadari bahwa masih banyak kesempatan dan peluang yang bisa kita raih. Mungkin kegagalan adalah suatu bentuk motivasi diri agar lebih semangat. Oleh karena itu saya termotivasi dan berusaha untuk mengejar SNBT. Dan akhirnya lulus. Dari sini saya menyadari bahwa dalam kehidupan, tidak semuanya hanya hitam-putih atau sukses-gagal. Tetapi adalah tentang jatuh bangun yang bisa mendewasakan dan memajukan hidup kita.",All-or-nothing
71,Mungkin saya mengalami hal tersebut namun untungnya di sisi positifnya. Saat tes snbt untuk masuk ptn kemarin saya merasa $jika saya tidak masuk psikologi saya tidak tau harus berkuliah di jurusan apa.$,All-or-nothing
72,"$Kalau ujian bahasa inggris menurutku dapat nilai 80 itu udah gagal.$ It’s okay kalau mata pelajaran lain. Tapi kalau bahasa inggris? Aku bakal kecewa banget, 90 itu minimal nilai yang harus aku capai. Kalau di bawah itu artinya aku gagal",All-or-nothing
73,"$Bila tugas saya bukan yang menjadi hasil terbaik, maka tugas tersebut menjadi yang paling buruk.$",All-or-nothing
74,"Saat ini saya sedang menyukai seseorang yang abu-abu apakah dia menyukai saya juga atau tidak. Di waktu yang bersamaan, saat ini pula saya sedang di dekati oleh 2 orang lelaki lain juga. Namun bagi saya, $saya hanya mau menyerahkan hati saya kepafa seseorang yang saya sukai, saya tidak mau menjalin hubungan jika bukan dengannya.$",All-or-nothing
75,"pernah saya mengalami hal yang sama, yang dimana saya pernah mempunyai ambisi menjadi sebuah musisi, akan tetapi tujuannya menjadi seorang musisi adalah untuk mendapatkan validasi external oleh orang lain, sehingga saya melihat ambisi atau passion ini secara ekstrem. $apabila saya tidak bisa menjadi musisi maka saya akan punya anggapan bahwa saya tidak layak dihargai dan dicintai.$",All-or-nothing
76,"Sebagai seseorang yang tidak mudah dalam bersosialisasi, dulu saya sempat berpikir bahwa apabila $saya pintar maka saya akan memiliki banyak teman. Sebaliknya, apabila saya biasa saja (tidak pintar) maka tidak ada teman yang akan mau berkenalan dengan saya.$ Namun, hal tersebut ternyata hanya omong kosong. Buktinya, pertemanan sehat hingga saat ini masih terjalin diantara saya dengan teman-teman saya semasa SMA. Sesungguhnya, teman sejati tidak akan memerlukan alasan untuk bertahan.",All-or-nothing
77,"$Saya menaruh ekspetasi sangat tinggi terhadap pendidikan, terutama nilai ujian. Apabila saya mendapat nilai kurang dari 90, saya akan merasa kesal dan sedih.$",All-or-nothing
78,saat dulu $saya tidak diterima di SMA Negeri saya pernah berpikir bahwa masa depan saya akan sulit saat mencari PTN$ karena saya menganggap bahwa SMA Swasta tidak akan membawa kepositifan pada saya.,All-or-nothing
79,"Saya pernah putus dengan pacar saya dan menganggap bahwa $“jika bukan dia, saya tidak mau”.$",All-or-nothing
80,"Ketika saya dinyatakan tidak lulus tes snbt, tentunya saya sangat kecewa dengan diri saya sendiri. Dan disaat saya memutuskan untuk mendaftar di Universitas swasta yang tergolong kurang terlihat dikalangan mahasiswa/kurang terkenal (no offense :) ), $disitulah saya merasa saya tidak akan sukses, tidak memiliki masa depan, benar-benar saya sudah pasrah saat itu juga.$ Namun akhirnya saya mencoba jalur mandiri sendiri dan ya akhirnya disinilah saya :).",All-or-nothing
81,Setiap ulangan pada masa SMA sekolahku memiliki KKM/standard nilai 75 tetapi $jika aku mendapatkan nya 76-79 aku sudah merasa gagal karena aku menganggap bahwa sama saja seperti tidak lulus$,All-or-nothing
82,"$Ketika saya gagal memasukkan bola ke dalam ring basket, saya merasa saya tidak akan bisa menguasai basket$",All-or-nothing
83,"pernah berada dalam situasi dimana merasa berambisi mengejar sesuatu yang berkaitan dengan masa depan, yang ada dalam pikiran saya hanya, bagaimana membahagiakan orang tua? hal itu jadi dasar fondasi yang amat kuat dan ketika lagi lagi menggantungkan harapan yang kuat pada hal yang diluar kendali kita maka harus siap dengan konsekuensinya, dan Tuhan berkhendak lain, saya belum berhasil mencapainya, sempat menganggap apa saya se menyedihkan itu? namun tidak berlangsung lama, saya menyadari, skenario Tuhan lebih indah, Tuhan ingin saya menjadi lebih dewasa dan matang dan cara satu satunya adalah merasakan kegagalan, dan proses berdamai dengan kegagalan tersebut, terima kasih Tuhan.",All-or-nothing
84,$dulu saya selalu kesal dan merasa gagal pada diri sendiri jika tidak mendapatkan nilai yang sempurna walau hanya kurang 3 poin$,All-or-nothing
85,"Peristiwa seperti ini pernah saya alami dan berkaitan dengan perjuangan saya untuk bisa masuk ke kampus impian saya. Saya memiliki keinginan untuk masuk di salah satu jurusan impian di kampus impian saya, namun pada ujian masuk ptn pertama saya gagal seleksi. Saya ditawarkan untuk mencari kampus lain yang ada, tanpa diberikan syarat atau tuntutan harus di kampus apa dan jurusan apa. Saya diberikan kebebasan untuk memilih, tetapi saya tidak mau, karena saya benar-benar ingin menggapai impian saya. $Saya memilih untuk tidak mencoba untuk berkuliah di tempat lain di tahun itu, dan mencoba kembali di tahun depan.$ Saya benar-benar berjuang kembali di tahun berikutnya untuk mencapai hal yang saya impikan.",All-or-nothing
86,"$Saya ketika SMA berharap bisa masuk Universitas Udayana, jika tidak dapat disana lebih baik saya tidak usah kuliah$",All-or-nothing
87,"Pada saat lulus SMA, saya bermimpi menjadi psikolog atau dokter, di saat itu, saya mendaftar keduanya dan di kampus yang berbeda, pada kejadian itu saya berpikir bahwa apabila saya ditakdirkan untuk lolos kedokteran maka itulah adalah jalan Tuhan yang terbaik untuk saya dan begitu juga dengan psikologi, apabila Tuhan mentakdirkan saya untuk di lolos psikologi, maka itu adalah jalan terbaik-Nya. Jadi, $saya hanya memiliki dua opsi tersebut, entah itu jadi dokter atau psikolog dan tetapi, apabila tidak lolos keduanya, maka saya akan gap year pada saat itu. Jadi, saya hanya melihat dengan sukses-gagal.$",All-or-nothing
88,"saya pernah mendapatkan nilai TO yang rendah saat SMP ,dan saya sangat sedih saat itu karena saya memiliki pandangan $""nilai tinggi saat UTBK atau tidak masuk ke SMA yang saya inginkan"".$",All-or-nothing
89,"Saya seorang siswa SMA lulusan tahun 2022 dan memiliki cita-cita sebagai seorang dokter pada saat itu. Namun, saat pengumuman saya dinyatakan tidak lulus seleksi. Lalu, dengan pikiran hitam-putih di kepala saya. Kemudian, saya memutuskan untuk gapyear karena saya sangat ingin setidaknya memperjuangkan apa yang saya cita-citakan. Pada saat itu saya hanya dihadapkan pda 2 hal, yaitu: $sukses kuliah di jurusan yang tepat atau gagal.$",All-or-nothing
90,"Saya pernah menjalin persahabatan dengan seseorang,akan tetapi saya tidak nyaki bisa bersahabat dengan dia,dari situlah saya merasa $jika tidak bersahabat dengan dia maka tidak berkomunikasi dengan dia.$",All-or-nothing
91,Saya mendapatkan nilai di bawah KKM dalam salah satu mata pelajaran di smk.Saya sangat kecewa karena bukan mendapat nilai diatas KKM.Saya cenderung melihat kesuksesan dalam ujian seperti $“aku mendapat nilai memuaskan atau mendapat kegagalan”$,All-or-nothing
92,"Saya dulu pernah berpikiran kalau ingin menjalin hubungan pertemanan harus saling menguntungkan,$jika tidak ada yang bisa saya dapatkan dari relasi tersebut saya cenderung menjauh dari orang tersebut$",All-or-nothing
93,"saya pernah dapet nilai kecil di salah satu pelajaran pas ulangan akhir semester dan sampai remidi, saya merasa kecewa krna sampai dapat remidi. namun $saya sering melihat kesuksesan dalam pelajar itu dari keaktifan dikelas saja dan nilai ulangan harian.$",All-or-nothing
94,"Saya merasa tidak bisa mendapatkan teman 
$""Saya mendapatkan teman baik atau tidak sama sekali""$",All-or-nothing
95,"saya tidak suka & tidak bisa makan makanan pedas, $jika di hadapan saya hanya ada makanan pedas saya lebih memilih tidak makan.$",All-or-nothing
96,Saya sendiri mau menjalin hubungan dengan ini tetapi kenyataanya si cewek itu memlih cowok lain dan $saya memilih tidak berelasi sama cewel tersebut$,All-or-nothing
97,Rencana - rencana yang saya rancang tidak sesuai - gagal,All-or-nothing
98,"Saya hanya ingin berhubungan yg lebih serius pada seorang wanita , ketika wanita tersebut tidak ingin berhubungan serius dengan saya , saya tidak ingin menjalin hubungan yang serius.",All-or-nothing
99,Saya pernah membuat pernyataan kepada seorang yang saya sukai akan tetapi dia menolak dan $saya pikir lebih baik saya tidak pernah membuat relasi dengannya yang mengakibatkan canggung saat bertemu$,All-or-nothing
100,$saya hanya ingin menjadi kaya dan jika saya tidak menjdi kaya maka saya akan miskin$,All-or-nothing
101,$Dulu ingin membeli hp a atau sekalian tidak beli/tidak punya sekalian$,All-or-nothing
102,"saya memasak makanan yang menurut saya ini merupakan masakan terbaik dari saya,namun ketika dicicipi oleh 5 teman saya ,$salah satu dari mereka tidak meyukai masakan saya. dan karena itu saya tidak mau memasak makanan itu lagi$",All-or-nothing
103,"Saya hanya akan meminum air putih dibanding meminum es teh manis. $Jika nanti ketika makan saya diberi es teh manis, lebih baik saya tidak meminumnya$",All-or-nothing
104,"Saya hanya mau menjalin hubungan dengan orang yang merasa dirinya pantas,$jika tidak saya hanya akan menjadikan dia sebagai teman$",All-or-nothing
105,$Saya tidak berelasi dengan siapapun yg menolak saya$,All-or-nothing
106,"$Sebelum Umur 18 Tahun, Saya tidak mau berteman dengan wanita jika itu bukan pacar saya.$",All-or-nothing
107,"$saya hanya mau kuliah di unud. jika saya kemarin tidak lolos snbp, saya sangat merasa seperti orang yang gagal$",All-or-nothing
108,"Saya mau mengantar dia kemana kemana, menemani saat dia butuhkan karena saya cinta dengan dia. $Jika saya tidak cinta saya tidak akan mau$",All-or-nothing
109,"Saya ingin berteman dengan A apabila dia bisa membantu saya mengerjakan tugas individu saya. $Jikalau tidak bisa, saya akan mencari teman yang bisa membantu saya.$",All-or-nothing
110,"Misalnya ketika saya tau saya tidak mampu untuk berjalan sejauh 1km ke supermarket,$ saya memilih untuk tidak berbelanja$",All-or-nothing
111,"Ketika ikut tes SNBT untuk masuk PTN saya merasa jika tidak lolos maka saya sudah gagal.$ pilihannya waktu itu lolos PTN atau tidak usah kuliah sama sekali$, karena saya berasal dari keluarga menengah ke bawah dimana saya tidak ingin membebani orang tua dengan masuk jalur mandiri atau swasta.",All-or-nothing
112,"Saat saya bearada dalam situasi bahagia ataupun sangat menderita, saya selalu berpikir bahwa kesuksesan itu adalah ketika saya memperoleh apa yang ditargetkan. $Sedangkan ketika saya tidak memperoleh nya berarti saya gagal.$",All-or-nothing
113,"Dalam konteks pertemanan, jika di awal pertemanan seseorang sudah terlihat memberi pengaruh buruk dalam kehidupan saya, $saya lebih memilih untuk menjauh dan tidak berteman dengan orang tersebut.$",All-or-nothing
114,"Saya selalu bersama teman saya kemana mana, $jika teman saya yang satu ini tidak bisa ikut,maka saya juga tidak akan ikut$",All-or-nothing
115,Peristiwanya ialah ketika saya memiliki teman yang toxic maka$ saya tidak akan berteman atau pun menjalin komunikasi dengannya$,All-or-nothing
116,"Saya biasa di sekolah mendapatkan juar kelas tetapi pada kenaikan kelas peringkat saya menurun,saya sangat kecewa karena menurut saya $mendapatkan juara itu pintar dan jika juara saya menurun berarti saya kurang belajar$",All-or-nothing
117,Ketika saya mengikuti perlombaan $saya merasa apakah saya akan menang atau gagal$,All-or-nothing
118,ketika saya dekat dengan lawan jenis seperti sudah melakukan pendekatan tetapi dia berpaling ke orang lain dan saya merasa $dia menyakiti hati saya dan saya tidak mau lagi berkomunikasi dengan dia$,All-or-nothing
119,ketika saya telat untuk mengikuti kelas kuliah saya lebih memilih untuk tidak mengikutinya sama sekali,All-or-nothing
